review_id,user_id,business_id,stars,year
ra9fNjYUumKp_iaqv-jjDg,l_izt6hn7oTxalU06mSyqg,jTI5Xjk27An8ceJ6VwpXiQ,4,2013
gImS1dtA_TixEouDfp2o4g,xE7AXFF9wVaN6id6OCtH3Q,D5V0Fawd6ODVgqCY8xngsw,4,2017
k6gumFSqSexf_8pnrJ9JJQ,gg1-g0_SMysNfkb-nx4x0A,D5V0Fawd6ODVgqCY8xngsw,5,2014
2QMIwxBiLWoNrtqrucrDKQ,MIUELcIEodpQuSMtwyKayA,zJErbOQMKX-MwHs_ulV7DA,2,2009
hpe4my5OEXDWthft5G3cwA,wZtdxzOrQOCL9LCpfNbpBA,2oav5QoWgnvTI2gO5xFMjw,4,2017
Dn3_WFxN0vcwcxQMveUdeg,VuI9ZXsTzomypywAfflBKA,jTI5Xjk27An8ceJ6VwpXiQ,1,2016
dgedkW-kbkMbJVFwUTx3Eg,YvMY7GmwBmEFYCh6sMxPqg,2oav5QoWgnvTI2gO5xFMjw,5,2017
YpwBi6ZTos9cdizfL0dKyw,ZPDcTTy10DeS3PnTdTTb4w,6I_DA3uqOox50rBvjrQ_-g,1,2017
Uk1EB4rKex6krmsJjcK8eA,19xwigp_wt9O7hcczijQgQ,zJErbOQMKX-MwHs_ulV7DA,1,2017
Ti1_Kfd5RvRoonRo98BGcg,4EmbGM_rtM0YDNBdnxzAhQ,2oav5QoWgnvTI2gO5xFMjw,4,2013
fqW1urythvEvRuuxdhE04w,ZL2dWri8AfJBryVjCd9y1w,2oav5QoWgnvTI2gO5xFMjw,5,2015
ehd9wCm_GUlLHsS3OUPBQw,uvePkSu2gQgZFLsqApowlg,jTI5Xjk27An8ceJ6VwpXiQ,3,2015
bbWJIcJ71cu8ylJ9OUaUtw,CS6mIboxyuYyVMAHWbyptw,jTI5Xjk27An8ceJ6VwpXiQ,4,2011
88VtuHaKCkliIVzxe02EGA,CvoMZD6pmk6qkxrFXiV4_A,jTI5Xjk27An8ceJ6VwpXiQ,5,2015
kHCz_jtVKqYCq9o8s1XS0A,zEwdl1Vje8xZmlyPHTzpiA,jTI5Xjk27An8ceJ6VwpXiQ,3,2011
jeQijvSYFa5zA0dJuuDWXA,vOCRkTZuYNnGqzoaPwQFGg,6I_DA3uqOox50rBvjrQ_-g,3,2013
PmcxvJdIyffRA7BR3pSlug,Tz7U_ylWhcaPBU5YLHk9tg,zJErbOQMKX-MwHs_ulV7DA,3,2010
hlMHRb7PrBigbygwIqg43A,Zmvf2NzYrpdxnftsQohLGA,HsBN0LiWQnbcltRIOWOslg,3,2011
3szIi8ipCU_NDBfDXoOeCg,1P6H0xSlgb3eS6mEEhPu1Q,2oav5QoWgnvTI2gO5xFMjw,5,2014
e9VW1An5N6_ECpBmCvNG3Q,g6EYB7qMeIwffFnYC32xSQ,jTI5Xjk27An8ceJ6VwpXiQ,1,2018
XAb8PcLffurXYh7LYN2aPw,wCjct7-9QnXOu0Q8QFuGRQ,zJErbOQMKX-MwHs_ulV7DA,3,2016
q4FT2dZ2C8l7g-GpR6CXcA,aM-4QcRv2ePBevRjty_m7A,6I_DA3uqOox50rBvjrQ_-g,1,2017
3HT2bt62UDqnZG1gAZ-SPw,zOfuzalD_B6Rxj0opM4SIw,2oav5QoWgnvTI2gO5xFMjw,5,2013
lnTbbl8KxHz86KpZXkYXmg,LtGu1ZOeK_OwAkDPIkIl4Q,jTI5Xjk27An8ceJ6VwpXiQ,4,2016
cA6b5gatrU0tGvCP3iwi3g,J8p1YxFoMNQnz24Vo5-2NQ,6I_DA3uqOox50rBvjrQ_-g,1,2012
FKHuQHUP4AdhQfSrhNbd7g,lJafwHcYWdxA5e0rqhg_Kg,2oav5QoWgnvTI2gO5xFMjw,5,2018
Nx1Gh5DbT-XEdmejdrGWWg,jIGAHVB2hsMGu95wwVHuzA,jTI5Xjk27An8ceJ6VwpXiQ,4,2013
kwYi0epicJgcud4hyjXQTw,ajr-AEyE8juxznSeHXGjOw,D5V0Fawd6ODVgqCY8xngsw,4,2017
0Yki9k58vG7cRP_tBMUTlQ,IbkNGnWIxEtazLN8kL1k0w,D5V0Fawd6ODVgqCY8xngsw,5,2018
9Z8aaSS0L5_5egcOANmpDg,CBh3LYwcZcHZ3HIN4x-nqg,jTI5Xjk27An8ceJ6VwpXiQ,4,2015
dLO2hHyvhuv6je7Q3ONw7Q,qrJltg_3NK91bPspzo8RAQ,zJErbOQMKX-MwHs_ulV7DA,3,2016
owWHNdxlTdQFPwSus5yTdQ,FJzImJLD6knqY5Mq0g1Kxw,6I_DA3uqOox50rBvjrQ_-g,2,2014
F_VKSnlBqk4145Hzrla7Jg,S9GD5PRbE11cdF11xF32hg,D5V0Fawd6ODVgqCY8xngsw,5,2016
ahYrXLBd0dHbpmk3P6W0Dw,y9CUaIb287ofCsiKMYdk-w,D5V0Fawd6ODVgqCY8xngsw,5,2018
wkd66bZD2KOI2lcl1KQT0A,9olzN1bDvsrfCntmhP9hqg,2oav5QoWgnvTI2gO5xFMjw,4,2017
f-UthFxsPYkMx3cP3QtzWw,vbemluY22UwnpAXQw9kysg,jTI5Xjk27An8ceJ6VwpXiQ,4,2015
r5iIuyCPWWDNQIm18bCPTA,IMVZIi7x3d3NIQH1T5MN-Q,D5V0Fawd6ODVgqCY8xngsw,5,2016
TLG7sIG6l-trDLyMO94OaQ,V-MYluOKXF0XtszEF5zLnw,jTI5Xjk27An8ceJ6VwpXiQ,1,2017
t-otFocm4v1vBw9AnR56DA,EJnWm-ww9xnxYKQVU-B4nw,D5V0Fawd6ODVgqCY8xngsw,4,2014
EMi5CMadVVgteTx0yzkqKw,eC_-0NNFRZPwCuaDeZWk6Q,D5V0Fawd6ODVgqCY8xngsw,5,2017
1RA8iUaooZSxG6Eahcvi-A,Aofw4GTSxQeYtbhUwD2ZJg,2oav5QoWgnvTI2gO5xFMjw,4,2014
rISv7tKnHkMTNcixmZ6tGA,NVMt7OojnXq0-n_8Xw_88A,2oav5QoWgnvTI2gO5xFMjw,5,2016
iYbey9Mo1NBlGlMMtU4PKw,m-dR3fEVEWI7hDAnf_xohQ,2oav5QoWgnvTI2gO5xFMjw,5,2018
aeeeiEU6cTbRGvOvxPKT-Q,FyfXTZpQPewhgI7zU5pVtA,D5V0Fawd6ODVgqCY8xngsw,5,2016
9qnx-WyRVsEnHzAGD1hu_A,p0irq_ueDY1tbnlaM7DRdg,D5V0Fawd6ODVgqCY8xngsw,5,2018
Y29-OSUSrtV8mMgtSoWChA,j129tPcJOOSKNb7E298y1Q,2oav5QoWgnvTI2gO5xFMjw,2,2017
2OXWkqOTJYwjgmqkAQSpsA,iiA_-TkMtemcY3ykYwTyaA,D5V0Fawd6ODVgqCY8xngsw,4,2018
6KfcyI0N8Ti9T-s--KaBWw,5aU0zHa3y1jtpyH0kQuQ_w,D5V0Fawd6ODVgqCY8xngsw,3,2014
w8FMMeOofg7mcdjZmPsn-A,ncAOj5Xz-XS6bpSnTWp3tQ,jTI5Xjk27An8ceJ6VwpXiQ,4,2014
9qoE2X6gkOqkEJd4mVr1gg,QBpB10dXLGm7-N0rPrZlMQ,6I_DA3uqOox50rBvjrQ_-g,4,2015
_0JU5vHm-PIOr_j6cpDUzw,FPBpfVMdRvQaPb-EYsmW0g,zJErbOQMKX-MwHs_ulV7DA,1,2016
sYOa77Fvmp4i363R7Qwa_Q,gaohh44cLVOxdp9kPheR5Q,jTI5Xjk27An8ceJ6VwpXiQ,3,2016
ZNTLUeiYmubtI1VZ2b2XTA,1Vd_Yr_rawm4qA0QHDzVcQ,D5V0Fawd6ODVgqCY8xngsw,4,2013
S5pTorEPI1slaFccOoJQbQ,Rkv8VsF-1H8JAFtDK_hgmQ,D5V0Fawd6ODVgqCY8xngsw,4,2011
a6ju6lT696QFQWOlnSqkWA,2WyGA1UmGNX5gNxys6tqnw,6I_DA3uqOox50rBvjrQ_-g,1,2017
-DfnLic9oIitjjjYQUzKjw,GKbnGAzj09-oUK7ZTbox2Q,D5V0Fawd6ODVgqCY8xngsw,4,2009
5s_jchE8JWGHfnGguKDuoQ,2J01ocKa0imVEJDKJc3tdA,D5V0Fawd6ODVgqCY8xngsw,1,2017
6jikMgIByAy56vsj1vnikQ,C7wur6yiTE7WcJ9fRn-18w,2oav5QoWgnvTI2gO5xFMjw,5,2015
fLocWv0cO_IaW9es8o_6PA,ySxK-BY5hWQOoBgget-SWQ,D5V0Fawd6ODVgqCY8xngsw,3,2015
id9AtH_2pyoRiCbeM342cQ,EbYVCV-BN2nXn-2As9Idqg,2oav5QoWgnvTI2gO5xFMjw,5,2015
JBSxGFbFYzuZPKbO6ALHhQ,fvnGiD3SHTlbpu_Du1w4lQ,D5V0Fawd6ODVgqCY8xngsw,5,2011
dpiCqkZRKLEIZVhodDoQgw,wbjgJR_PLfOlnP3oDnWzMQ,6I_DA3uqOox50rBvjrQ_-g,4,2017
9coOcIDRAbDJC-wD84utNw,5_W9z42xXIYqSv479DRkKw,D5V0Fawd6ODVgqCY8xngsw,5,2016
ZMH9cASjF6QUh1xrrCaNPg,jXhSMz7KxMixxvcNDMx7Tg,D5V0Fawd6ODVgqCY8xngsw,4,2013
fmMnDbAoZPMP-deai4BQ-w,F9tOE0d09SLkCIZwt8I-0g,D5V0Fawd6ODVgqCY8xngsw,5,2007
Ge8dVz1WkESUGARaWpVgIg,0no9E1ZjC9mk7Y3I3pAydA,jTI5Xjk27An8ceJ6VwpXiQ,1,2014
GEHezJuYUrESDFeZ-l5p2A,IYBxRb-UXO6ziPNvmuqdtA,6I_DA3uqOox50rBvjrQ_-g,2,2013
MhAmSeurnV2RzWQHXAkS1g,Yjer78RnYr7OCzirgdcOaw,2oav5QoWgnvTI2gO5xFMjw,5,2015
ad6928h8HdnC3no2HcPrlA,bBVtJGRr0WwvqHqQvTDtDQ,2oav5QoWgnvTI2gO5xFMjw,1,2017
Q7bokzcrzp6YkNjPyuJ2qA,rOluvaAJRnNnbQgMy9kElg,D5V0Fawd6ODVgqCY8xngsw,4,2015
jJL6Mit6UaQrR585aRQ73Q,JTr0vWR5llOVIgJ_iDvu8g,D5V0Fawd6ODVgqCY8xngsw,5,2013
Z9zyzAlHeewYkypwweO0_A,mXqeOhuI8RsHkyOaEEemag,D5V0Fawd6ODVgqCY8xngsw,2,2015
DupKx_bHat8DOzEaA6V0XA,R9a36DCsFDX-e55gMxh0VA,jTI5Xjk27An8ceJ6VwpXiQ,1,2018
g6yL-CfvnE7dOLGuQwjDvQ,V0c-AS2FFCeSaV-3JfG5vA,zJErbOQMKX-MwHs_ulV7DA,3,2014
